entry,at,order
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-08-02T23:05:20.242Z,169101752024206
"""mrypto @ 7TP78l9kGR"" posts a small blind of 10",2023-08-02T23:05:20.242Z,169101752024205
"Your hand is 3♥, 9♠",2023-08-02T23:05:20.242Z,169101752024202
"Player stacks: #1 ""mrypto @ 7TP78l9kGR"" (1300) | #5 ""damo @ VUdv-wN0K4"" (2740) | #8 ""BEEP @ 9gQ_8P10M1"" (1940)",2023-08-02T23:05:20.242Z,169101752024201
"-- starting hand #1597 (id: 9tvlzxs8xw0q)  (No Limit Texas Hold'em) (dealer: ""BEEP @ 9gQ_8P10M1"") --",2023-08-02T23:05:20.242Z,169101752024200
"-- ending hand #1596 --",2023-08-02T23:05:14.231Z,169101751423103
"""damo @ VUdv-wN0K4"" shows a 10♠, 10♣.",2023-08-02T23:05:14.231Z,169101751423102
"""mrypto @ 7TP78l9kGR"" collected 840 from pot with Two Pair, Q's & 8's (combination: Q♣, Q♦, 8♣, 8♦, A♥)",2023-08-02T23:05:14.231Z,169101751423101
"""mrypto @ 7TP78l9kGR"" shows a Q♣, 3♣.",2023-08-02T23:05:14.231Z,169101751423100
"""mrypto @ 7TP78l9kGR"" calls 210",2023-08-02T23:05:13.327Z,169101751332700
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:05:12.347Z,169101751234700
"""damo @ VUdv-wN0K4"" bets 210",2023-08-02T23:05:09.887Z,169101750988700
"""mrypto @ 7TP78l9kGR"" checks",2023-08-02T23:05:01.729Z,169101750172900
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:04:58.971Z,169101749897100
"River: A♥, 8♣, 4♥, 8♦ [Q♦]",2023-08-02T23:04:57.688Z,169101749768800
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:04:56.864Z,169101749686400
"""mrypto @ 7TP78l9kGR"" checks",2023-08-02T23:04:54.124Z,169101749412400
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:04:51.319Z,169101749131900
"Turn: A♥, 8♣, 4♥ [8♦]",2023-08-02T23:04:49.583Z,169101748958300
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:04:48.752Z,169101748875200
"""damo @ VUdv-wN0K4"" calls 60",2023-08-02T23:04:46.929Z,169101748692900
"""mrypto @ 7TP78l9kGR"" bets 60",2023-08-02T23:04:45.125Z,169101748512500
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:04:39.501Z,169101747950100
"Flop:  [A♥, 8♣, 4♥]",2023-08-02T23:04:37.858Z,169101747785800
"""mrypto @ 7TP78l9kGR"" calls 80",2023-08-02T23:04:37.014Z,169101747701400
"""BEEP @ 9gQ_8P10M1"" calls 80",2023-08-02T23:04:35.015Z,169101747501500
"""damo @ VUdv-wN0K4"" raises to 80",2023-08-02T23:04:33.372Z,169101747337200
"""mrypto @ 7TP78l9kGR"" posts a big blind of 20",2023-08-02T23:04:31.362Z,169101747136206
"""BEEP @ 9gQ_8P10M1"" posts a small blind of 10",2023-08-02T23:04:31.362Z,169101747136205
"Your hand is Q♣, 3♣",2023-08-02T23:04:31.362Z,169101747136202
"Player stacks: #1 ""mrypto @ 7TP78l9kGR"" (810) | #5 ""damo @ VUdv-wN0K4"" (3090) | #8 ""BEEP @ 9gQ_8P10M1"" (2080)",2023-08-02T23:04:31.362Z,169101747136201
"-- starting hand #1596 (id: 6hnz1oambisk)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-08-02T23:04:31.362Z,169101747136200
"-- ending hand #1595 --",2023-08-02T23:04:25.355Z,169101746535503
"""damo @ VUdv-wN0K4"" shows a 5♣, K♣.",2023-08-02T23:04:25.355Z,169101746535502
"""BEEP @ 9gQ_8P10M1"" collected 640 from pot with Pair, 10's (combination: 10♠, 10♥, Q♦, 7♠, 6♣)",2023-08-02T23:04:25.355Z,169101746535501
"""BEEP @ 9gQ_8P10M1"" shows a 10♠, 2♦.",2023-08-02T23:04:25.355Z,169101746535500
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:04:24.460Z,169101746446000
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:04:21.666Z,169101746166600
"River: 3♠, 10♥, 6♣, 7♠ [Q♦]",2023-08-02T23:04:18.338Z,169101745833800
"""BEEP @ 9gQ_8P10M1"" calls 160",2023-08-02T23:04:17.491Z,169101745749100
"""damo @ VUdv-wN0K4"" bets 160",2023-08-02T23:04:16.430Z,169101745643000
"Turn: 3♠, 10♥, 6♣ [7♠]",2023-08-02T23:04:12.336Z,169101745233600
"""BEEP @ 9gQ_8P10M1"" calls 80",2023-08-02T23:04:11.469Z,169101745146900
"""damo @ VUdv-wN0K4"" bets 80",2023-08-02T23:04:10.431Z,169101745043100
"Flop:  [3♠, 10♥, 6♣]",2023-08-02T23:04:07.132Z,169101744713200
"""BEEP @ 9gQ_8P10M1"" calls 80",2023-08-02T23:04:06.243Z,169101744624300
"""damo @ VUdv-wN0K4"" raises to 80",2023-08-02T23:04:05.291Z,169101744529100
"""mrypto @ 7TP78l9kGR"" folds",2023-08-02T23:04:02.771Z,169101744277100
"""BEEP @ 9gQ_8P10M1"" posts a big blind of 20",2023-08-02T23:04:01.033Z,169101744103306
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-08-02T23:04:01.033Z,169101744103305
"Your hand is 7♥, J♣",2023-08-02T23:04:01.033Z,169101744103302
"Player stacks: #1 ""mrypto @ 7TP78l9kGR"" (810) | #5 ""damo @ VUdv-wN0K4"" (3410) | #8 ""BEEP @ 9gQ_8P10M1"" (1760)",2023-08-02T23:04:01.033Z,169101744103301
"-- starting hand #1595 (id: tctfy2vkcvqi)  (No Limit Texas Hold'em) (dealer: ""mrypto @ 7TP78l9kGR"") --",2023-08-02T23:04:01.033Z,169101744103300
"Undealt cards: K♣, 9♣, 7♠, J♠ [A♣]",2023-08-02T23:03:55.748Z,169101743574800
"-- ending hand #1594 --",2023-08-02T23:03:55.119Z,169101743511902
